Sentence,Aspect
"We ate in the attached bar Red Fin, and the food and wine were very tasty.",NOTRELATED
"The hotel has a nice location within walking distance from the convention center, space needle, waterfront, and Pike Place Market.",LOCATION
The pool was the highlight!,OTHER
"Overall, we had a great time.",OTHER
"This is most definately a RELAXING vacation, which I found to be a bit difficult to do at times.",OTHER
The Majestic did not disappoint in most areas.,OTHER
The regular junior suites are amazing.,ROOMS
After arriving we were put in building #3.,SERVICE
I asked to switch rooms and they did give me a bit of a hard time saying I did have a pool view.,SERVICE
But building #2 is so much closer to the pool they eventually switched us.,SERVICE
I can't understand why they don't just hand these out to visitors.,OTHER
There is absolutely no information in your room about anything to do with the resort.,OTHER
This is mostly where the Majestic loses 1 star.,FOOD
The food doesn't even compare to cruise food.,FOOD
"If you haven't cruised before, then you'd probably think the food was pretty good.",FOOD
"The Supreme buffet is pretty good for breakfast, but many items are cold.",FOOD
I always got my eggs or omleets prepared by the cook to ensure they were fresh.,FOOD
The crepes were my favourite part of breakfast.,FOOD
Lunch at the Beach buffet was OK.,FOOD
Not alot to choose from.,FOOD
We would have done better to eat at the Supreme buffet but we were always wet from the ocean/pool.,FOOD
The Japaneese wasn't as fun as I was hoping for.,FOOD
"Perhaps our table was a bit on the boring side, but the cook didn't even ineract with us.",FOOD
Le Gourmet was good.,FOOD
It was nice to finally eat at a restaurant that wasn't buffet.,FOOD
I probably enjoyed the main buffet the best just for the variety.,FOOD
I found at all places they tend to cook with ALOT of oils and salt.,FOOD
There is no way I could stay beyond 1 week at the Majestic as the food choices were getting quite boring and routine after a few days.,FOOD
We never got sick thank goodness.,FOOD
The resort grounds are beautiful.,BUILDING
No complaints there.,BUILDING
We visited the Bahia Principe next door and were VERY glad we chose the Majestic as their layout is much more preferred.,BUILDING
The pool is incredible and the ocean was fantastic.,BUILDING
The resort couldn't have been more than 50% full so there was always a shady spot to sit.,OTHER
The entertainment crew did a great job.,OTHER
They had so much energy!,OTHER
We saw all the shows at 10 pm and they were good.,OTHER
Perhaps a bit long.,OTHER
Due to the comfy chairs I usually fell asleep.,OTHER
That was pretty fun.,OTHER
If we were to go back to the Dominican I think we would stay there agin.,OTHER
I can't imagine a more beautiful resort or more helpful staff.,OTHER
The food is just part of the deal and it has to be expected to be a bit lower quality compared to cruise ships.,FOOD
Lovely Small Hotel,OTHER
"Just stayed 2 nights recently, hardly stayed in the room as we walked all around the Old and New French Quarter area.",LOCATION
"Live music, shops food.",LOCATION
I liked the hotel as it was close to all that I wanted to see and do.,LOCATION
Nice staff too.,SERVICE
Loved it!,OTHER
We stayed in room 408 and it was great.,ROOMS
Everything was SO CLEAN and SO NEW and SO WELL DONE!,CLEANLINESS
I loved te sliding bathroom door and the beds were very comfy and so were the pillows and bedding.,ROOMS
I'm turning GREEN so knowing I was helping give back was also a HUGE plus!,NOTRELATED
I'd stay there everytime!,OTHER
Do beware that a soda at the bar will cost you $3.56 before tip!,VALUE
A bit pricey for a can of Sprite.,VALUE
Very convienent to everything.,LOCATION
"The Cafe across the street, Cade De le Presse is delicous! Order the french toast!",NOTRELATED
Muy Bien To all of the people that worry about the comments - Dont',OTHER
Worry this place is worth every penny.,VALUE
My husband and myself enjoyed this wonderful resort from July 19 thru July 28th.,OTHER
The Staff was great and so was the service.,SERVICE
"The Spa was top notch, the restaurants were basically the same as any other resort actually better i.e. Sandals, etc.",OTHER
If you want to have the most relaxing and wonderful vacation ever come to Secrets!,OTHER
you won't be disappointed.,OTHER
"Great location, cost effective",LOCATION
Hotel is down some side streets 5 minute walk away from the main street of La Rambla with its metro stop of Liceu - so you are within easy reach of the rest of the City via the metro.,LOCATION
Location wise the hotel is great but during the night the side streets were a little daunting and saw a girl get her bag snatched 鈥?,LOCATION
There are lots of lovely local bars and cafes near the hotel 鈥?,LOCATION
much better value that those of on La Rambla 鈥?,NOTRELATED
found lovely tapas bars and ate with the locals.,NOTRELATED
Found one bar just down the street taking a right out of the hotel which was a good night and one lovely one set in the walled garden area found by walking out of the hotel taking a left and left again and there is a large wall opposite 鈥?,LOCATION
go through the large gate and to the left is a lovely little outside bar area 鈥?,LOCATION
Would advise taking a stroll in the opposite direction to La Rambla and exploring the area were you will stumble across the most wonderful bars and restaurants at much better value.,LOCATION
"Took a room on the fourth floor, room was nice and clean, laminate floors throughout and a wonderfully powerful shower, plasma TV 鈥?",CLEANLINESS
only downside was that the laminate floors meant that when the cleaners came round in the morning the noise from the corridor was greatly amplified.,ROOMS
Breakfast was continental 鈥?,FOOD
ok 鈥?,FOOD
as I love a full English breakfast 鈥?,FOOD
not so keen on the sausage and egg provided as it wasn鈥檛 what I was used to so I got by on the tea and toast - but everyone seemed to be enjoying it - if you prefer something heartier then there are plenty of cafes around.,FOOD
Found the staff helpful and the taxi drivers knew where the hotel was so no trouble finding it.,SERVICE
"Over all I think I would stay here again, location was great and for the price the standard of furnishings and quality was top notch 鈥?",FOOD
would recommend.,OTHER
Bavaro Palace A group of 10 just returned from the Bavaro,NOTRELATED
"Complex, for my husband and myself it was out 2nd trip to this resort.",NOTRELATED
We were pleasantly surprised when we were upgraded from the Beach Resort to the Palace.,OTHER
"All in all, the complex is nice, the beaches are wonderful and the food is pretty good.",BUILDING
"One word of caution - drink lots of bottled water and watch the food preparation, making sure your food has been cooked all the way.",FOOD
We found the staff to be friendly and plenty of activities for everyone in our group to enjoy.,SERVICE
Great!!!,OTHER
Had a lovely stay at the Langham,OTHER
"Great location, lovely spa/swimming pool, etc.Slightly put out by the fact that we booked months in advance for an Earlybird rate, to find there were cheaper rates.",BUILDING
Very good experience,OTHER
"Just stayed night of 14th November 2006, got a very good rate including buffet breakfast from otel.",VALUE
"com.Ensure you shop around for good rates do not pay Hotel rack ratesFriendly check in staff ,given Excellent double room, very comfy bed and pillows.",CHECKIN
"Good Location at the Airport for early departures ,head towards Parking Area 1, via Schipol Plaza after leaving arrivalsA very brief walk back to the Plaza allows you to catch a train to Amsterdam Central, journey time is around 18 minutes and trains run very frequently, Return Journey costs around 7 euros.",LOCATION
"Beware - If paying the buffet breakfast was poor value, Ok for cereals and fruit,poor quality cooked breakfast.",FOOD
